Ordine e disciplina,Codice Ateco 2007,Descrizione,,,,,
408,14.12,Confezione di indumenti da lavoro,,,,,
409,14.12.0,"Confezione di camici, divise ed altri indumenti da lavoro",,,,,
410,14.12.00,"Confezione di camici, divise ed altri indumenti da lavoro",,,,,
411,14.13,Confezione di altro abbigliamento esterno,,,,,
412,14.13.1,Confezione in serie di abbigliamento esterno,,,,,
413,14.13.10,Confezione in serie di abbigliamento esterno,,,,,
414,14.13.2,Sartoria e confezione su misura di abbigliamento esterno,,,,,
415,14.13.20,Sartoria e confezione su misura di abbigliamento esterno,,,,,
416,14.14,Confezione di biancheria intima,,,,,
417,14.14.0,"Confezione di camicie, T-shirt, corsetteria e altra biancheria intima",,,,,
418,14.14.00,"Confezione di camicie, T-shirt, corsetteria e altra biancheria intima",,,,,
419,14.19,Confezione di altri articoli di abbigliamento ed accessori,,,,,
420,14.19.1,Confezioni varie e accessori per l'abbigliamento,,,,,
421,14.19.10,Confezioni varie e accessori per l'abbigliamento,,,,,
422,14.19.2,Confezioni di abbigliamento sportivo o indumenti particolari,,,,,
423,14.19.21,Fabbricazione di calzature realizzate in materiale tessile senza suole applicate,,,,,
424,14.19.29,Confezioni di abbigliamento sportivo o di altri indumenti particolari,,,,,
425,14.2,CONFEZIONE DI ARTICOLI IN PELLICCIA,,,,,
426,14.20,Confezione di articoli in pelliccia,,,,,
427,14.20.0,Confezione di articoli in pelliccia,,,,,
428,14.20.00,Confezione di articoli in pelliccia,,,,,
429,14.3,FABBRICAZIONE DI ARTICOLI DI MAGLIERIA,,,,,
430,14.31,Fabbricazione di articoli di calzetteria in maglia,,,,,
431,14.31.0,Fabbricazione di articoli di calzetteria in maglia,,,,,
432,14.31.00,Fabbricazione di articoli di calzetteria in maglia,,,,,
433,14.39,Fabbricazione di altri articoli di maglieria,,,,,
434,14.39.0,"Fabbricazione di pullover, cardigan ed altri articoli simili a maglia",,,,,
435,14.39.00,"Fabbricazione di pullover, cardigan ed altri articoli simili a maglia",,,,,
436,15,FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI,,,,,
437,15.1,"PREPARAZIONE E CONCIA DEL CUOIO; FABBRICAZIONE DI ARTICOLI DA VIAGGIO, BORSE, PELLETTERIA E SELLERIA; PREPARAZIONE E TINTURA DI PELLICCE",,,,,
438,15.11,Preparazione e concia del cuoio, preparazione e tintura di pellicce,,,,
439,15.11.0,Preparazione e concia del cuoio e pelle, preparazione e tintura di pellicce,,,,
440,15.11.00,Preparazione e concia del cuoio e pelle, preparazione e tintura di pellicce,,,,
441,15.12,"Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria",,,,,
442,15.12.0,"Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria",,,,,
443,15.12.01,Fabbricazione di frustini e scudisci per equitazione,,,,,
444,15.12.09,"Fabbricazione di altri articoli da viaggio, borse e simili, pelletteria e selleria",,,,,
445,15.2,FABBRICAZIONE DI CALZATURE,,,,,
446,15.20,Fabbricazione di calzature,,,,,
447,15.20.1,Fabbricazione di calzature,,,,,
448,15.20.10,Fabbricazione di calzature,,,,,
449,15.20.2,Fabbricazione di parti in cuoio per calzature,,,,,
450,15.20.20,Fabbricazione di parti in cuoio per calzature,,,,,
451,16,INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI), FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO,,,,
452,16.1,TAGLIO E PIALLATURA DEL LEGNO,,,,,
453,16.10,Taglio e piallatura del legno,,,,,
454,16.10.0,Taglio e piallatura del legno,,,,,
455,16.10.00,Taglio e piallatura del legno,,,,,
456,16.2,"FABBRICAZIONE DI PRODOTTI IN LEGNO, SUGHERO, PAGLIA E MATERIALI DA INTRECCIO",,,,,
457,16.21,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno,,,,,
458,16.21.0,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno,,,,,
459,16.21.00,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno,,,,,
460,16.22,Fabbricazione di pavimenti in parquet assemblato,,,,,
461,16.22.0,Fabbricazione di pavimenti in parquet assemblato,,,,,
462,16.22.00,Fabbricazione di pavimenti in parquet assemblato,,,,,
463,16.23,Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia,,,,,
464,16.23.1,Fabbricazione di porte e finestre in legno (escluse porte blindate),,,,,
465,16.23.10,Fabbricazione di porte e finestre in legno (escluse porte blindate),,,,,
466,16.23.2,Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia,,,,,
467,16.23.20,Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia,,,,,
468,16.24,Fabbricazione di imballaggi in legno,,,,,
469,16.24.0,Fabbricazione di imballaggi in legno,,,,,
470,16.24.00,Fabbricazione di imballaggi in legno,,,,,
471,16.29,"Fabbricazione di altri prodotti in legno, sughero, paglia e materiali da intreccio",,,,,
472,16.29.1,Fabbricazione di prodotti vari in legno (esclusi i mobili),,,,,
473,16.29.11,Fabbricazione di parti in legno per calzature,,,,,
474,16.29.12,"Fabbricazione di manici di ombrelli, bastoni e simili",,,,,
475,16.29.19,Fabbricazione di altri prodotti vari in legno (esclusi i mobili),,,,,
476,16.29.2,Fabbricazione dei prodotti della lavorazione del sughero,,,,,
477,16.29.20,Fabbricazione dei prodotti della lavorazione del sughero,,,,,
478,16.29.3,Fabbricazione di articoli in paglia e materiali da intreccio,,,,,
479,16.29.30,Fabbricazione di articoli in paglia e materiali da intreccio,,,,,
480,16.29.4,Laboratori di corniciai,,,,,
481,16.29.40,Laboratori di corniciai,,,,,
482,17,FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA,,,,,
483,17.1,"FABBRICAZIONE DI PASTA-CARTA, CARTA E CARTONE",,,,,
484,17.11,Fabbricazione di pasta-carta,,,,,
485,17.11.0,Fabbricazione di pasta-carta,,,,,
486,17.11.00,Fabbricazione di pasta-carta,,,,,
487,17.12,Fabbricazione di carta e cartone,,,,,
488,17.12.0,Fabbricazione di carta e cartone,,,,,
489,17.12.00,Fabbricazione di carta e cartone,,,,,
490,17.2,FABBRICAZIONE DI ARTICOLI DI CARTA E CARTONE,,,,,
491,17.21,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone,,,,,
492,17.21.0,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata),,,,,
493,17.21.00,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata),,,,,
494,17.22,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa,,,,,
495,17.22.0,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa,,,,,
496,17.22.00,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa,,,,,
497,17.23,Fabbricazione di prodotti cartotecnici,,,,,
498,17.23.0,Fabbricazione di prodotti cartotecnici,,,,,
499,17.23.01,Fabbricazione di prodotti cartotecnici scolastici e commerciali quando l'attività di stampa non è la principale caratteristica,,,,,
500,17.23.09,Fabbricazione di altri prodotti cartotecnici,,,,,
501,17.24,Fabbricazione di carta da parati,,,,,
502,17.24.0,Fabbricazione di carta da parati,,,,,
503,17.24.00,Fabbricazione di carta da parati,,,,,
504,17.29,Fabbricazione di altri articoli di carta e cartone,,,,,
505,17.29.0,Fabbricazione di altri articoli di carta e cartone,,,,,
506,17.29.00,Fabbricazione di altri articoli di carta e cartone,,,,,
507,18,STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI,,,,,
508,18.1,STAMPA E SERVIZI CONNESSI ALLA STAMPA,,,,,
509,18.11,Stampa di giornali,,,,,
510,18.11.0,Stampa di giornali,,,,,
511,18.11.00,Stampa di giornali,,,,,
512,18.12,Altra stampa,,,,,
513,18.12.0,Altra stampa,,,,,
514,18.12.00,Altra stampa,,,,,
515,18.13,Lavorazioni preliminari alla stampa e ai media,,,,,
516,18.13.0,Lavorazioni preliminari alla stampa e ai media,,,,,
517,18.13.00,Lavorazioni preliminari alla stampa e ai media,,,,,
518,18.14,Legatoria e servizi connessi,,,,,
519,18.14.0,Legatoria e servizi connessi,,,,,
520,18.14.00,Legatoria e servizi connessi,,,,,
521,18.2,RIPRODUZIONE DI SUPPORTI REGISTRATI,,,,,
522,18.20,Riproduzione di supporti registrati,,,,,
523,18.20.0,Riproduzione di supporti registrati,,,,,
524,18.20.00,Riproduzione di supporti registrati,,,,,
525,19,FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO,,,,,
526,19.1,FABBRICAZIONE DI PRODOTTI DI COKERIA,,,,,
527,19.10,Fabbricazione di prodotti di cokeria,,,,,
528,19.10.0,Fabbricazione di prodotti di cokeria,,,,,
529,19.10.01,Fabbricazione di pece e coke di pece,,,,,
530,19.10.09,Fabbricazione di altri prodotti di cokeria,,,,,
531,19.2,FABBRICAZIONE DI PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO,,,,,
532,19.20,Fabbricazione di prodotti derivanti dalla raffinazione del petrolio,,,,,
533,19.20.1,Raffinerie di petrolio,,,,,
534,19.20.10,Raffinerie di petrolio,,,,,
535,19.20.2,Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica),,,,,
536,19.20.20,Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica),,,,,
537,19.20.3,Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento,,,,,
538,19.20.30,Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento,,,,,
539,19.20.4,"Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale",,,,,
540,19.20.40,"Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale",,,,,
541,19.20.9,Fabbricazione di altri prodotti petroliferi raffinati,,,,,
542,19.20.90,Fabbricazione di altri prodotti petroliferi raffinati,,,,,
543,20,FABBRICAZIONE DI PRODOTTI CHIMICI,,,,,
544,20.1,"FABBRICAZIONE DI PRODOTTI CHIMICI DI BASE, DI FERTILIZZANTI E COMPOSTI AZOTATI, DI MATERIE PLASTICHE E GOMMA SINTETICA IN FORME PRIMARIE",,,,,
545,20.11,Fabbricazione di gas industriali,,,,,
546,20.11.0,Fabbricazione di gas industriali,,,,,
547,20.11.00,Fabbricazione di gas industriali,,,,,
548,20.12,Fabbricazione di coloranti e pigmenti,,,,,
549,20.12.0,Fabbricazione di coloranti e pigmenti,,,,,
550,20.12.00,Fabbricazione di coloranti e pigmenti,,,,,
551,20.13,Fabbricazione di altri prodotti chimici di base inorganici,,,,,
552,20.13.0,Fabbricazione di altri prodotti chimici di base inorganici,,,,,
553,20.13.01,Fabbricazione di uranio e torio arricchito,,,,,
554,20.13.09,Fabbricazione di altri prodotti chimici di base inorganici,,,,,
555,20.14,Fabbricazione di altri prodotti chimici di base organici,,,,,
556,20.14.0,Fabbricazione di altri prodotti chimici di base organici,,,,,
557,20.14.01,Fabbricazione di alcol etilico da materiali fermentati,,,,,
558,20.14.09,Fabbricazione di altri prodotti chimici di base organici nca,,,,,
559,20.15,Fabbricazione di fertilizzanti e composti azotati,,,,,
560,20.15.0,Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost),,,,,
561,20.15.00,Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost),,,,,
562,20.16,Fabbricazione di materie plastiche in forme primarie,,,,,
563,20.16.0,Fabbricazione di materie plastiche in forme primarie,,,,,
564,20.16.00,Fabbricazione di materie plastiche in forme primarie,,,,,
565,20.17,Fabbricazione di gomma sintetica in forme primarie,,,,,
566,20.17.0,Fabbricazione di gomma sintetica in forme primarie,,,,,
567,20.17.00,Fabbricazione di gomma sintetica in forme primarie,,,,,
568,20.2,FABBRICAZIONE DI AGROFARMACI E DI ALTRI PRODOTTI CHIMICI PER L'AGRICOLTURA,,,,,
569,20.20,Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura,,,,,
570,20.20.0,Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi),,,,,
571,20.20.00,Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi),,,,,
572,20.3,"FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI (MASTICI)",,,,,
573,20.30,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",,,,,
574,20.30.0,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",,,,,
575,20.30.00,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)",,,,,
576,20.4,"FABBRICAZIONE DI SAPONI E DETERGENTI, DI PRODOTTI PER LA PULIZIA E LA LUCIDATURA, DI PROFUMI E COSMETICI",,,,,
577,20.41,"Fabbricazione di saponi e detergenti, di prodotti per la pulizia e la lucidatura",,,,,
578,20.41.1,"Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)",,,,,
579,20.41.10,"Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)",,,,,
580,20.41.2,Fabbricazione di specialità chimiche per uso domestico e per manutenzione,,,,,
581,20.41.20,Fabbricazione di specialità chimiche per uso domestico e per manutenzione,,,,,
582,20.42,Fabbricazione di profumi e cosmetici,,,,,
583,20.42.0,"Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili",,,,,
584,20.42.00,"Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili",,,,,
585,20.5,FABBRICAZIONE DI ALTRI PRODOTTI CHIMICI,,,,,
586,20.51,Fabbricazione di esplosivi,,,,,
587,20.51.0,Fabbricazione di esplosivi,,,,,
588,20.51.01,Fabbricazione di fiammiferi,,,,,
589,20.51.02,Fabbricazione di articoli esplosivi,,,,,
590,20.52,Fabbricazione di colle,,,,,
591,20.52.0,Fabbricazione di colle,,,,,
592,20.52.00,Fabbricazione di colle,,,,,
593,20.53,Fabbricazione di oli essenziali,,,,,
594,20.53.0,Fabbricazione di oli essenziali,,,,,
595,20.53.00,Fabbricazione di oli essenziali,,,,,
596,20.59,Fabbricazione di prodotti chimici nca,,,,,
597,20.59.1,Fabbricazione di prodotti chimici per uso fotografico,,,,,
598,20.59.10,Fabbricazione di prodotti chimici per uso fotografico,,,,,
599,20.59.2,Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali,,,,,
600,20.59.20,Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali,,,,,
601,20.59.3,Trattamento chimico degli acidi grassi,,,,,
602,20.59.30,Trattamento chimico degli acidi grassi,,,,,
603,20.59.4,Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo),,,,,
604,20.59.40,Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo),,,,,
605,20.59.5,Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale,,,,,
606,20.59.50,Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale,,,,,
607,20.59.6,Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio,,,,,
608,20.59.60,Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio,,,,,
609,20.59.7,"Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici",,,,,
610,20.59.70,"Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici",,,,,
611,20.59.9,Fabbricazione di altri prodotti chimici nca,,,,,
612,20.59.90,Fabbricazione di altri prodotti chimici nca,,,,,
613,20.6,FABBRICAZIONE DI FIBRE SINTETICHE E ARTIFICIALI,,,,,
614,20.60,Fabbricazione di fibre sintetiche e artificiali,,,,,
615,20.60.0,Fabbricazione di fibre sintetiche e artificiali,,,,,
616,20.60.00,Fabbricazione di fibre sintetiche e artificiali,,,,,
617,21,FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI,,,,,
618,21.1,FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE,,,,,
619,21.10,Fabbricazione di prodotti farmaceutici di base,,,,,
620,21.10.0,Fabbricazione di prodotti farmaceutici di base,,,,,
621,21.10.00,Fabbricazione di prodotti farmaceutici di base,,,,,
622,21.2,FABBRICAZIONE DI MEDICINALI E PREPARATI FARMACEUTICI,,,,,
623,21.20,Fabbricazione di medicinali e preparati farmaceutici,,,,,
624,21.20.0,Fabbricazione di medicinali e preparati farmaceutici,,,,,
625,21.20.01,Fabbricazione di sostanze diagnostiche radioattive in vivo,,,,,
626,21.20.09,Fabbricazione di medicinali ed altri preparati farmaceutici,,,,,
627,22,FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE,,,,,
628,22.1,FABBRICAZIONE DI ARTICOLI IN GOMMA,,,,,
629,22.11,Fabbricazione di pneumatici e camere d'aria, rigenerazione e ricostruzione di pneumatici,,,,
630,22.11.1,Fabbricazione di pneumatici e di camere d'aria,,,,,
631,22.11.10,Fabbricazione di pneumatici e di camere d'aria,,,,,
632,22.11.2,Rigenerazione e ricostruzione di pneumatici,,,,,
633,22.11.20,Rigenerazione e ricostruzione di pneumatici,,,,,
634,22.19,Fabbricazione di altri prodotti in gomma,,,,,
635,22.19.0,Fabbricazione di altri prodotti in gomma,,,,,
636,22.19.01,Fabbricazione di suole di gomma e altre parti in gomma per calzature,,,,,
637,22.19.09,Fabbricazione di altri prodotti in gomma nca,,,,,
638,22.2,FABBRICAZIONE DI ARTICOLI IN MATERIE PLASTICHE,,,,,
639,22.21,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",,,,,
640,22.21.0,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",,,,,
641,22.21.00,"Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche",,,,,
642,22.22,Fabbricazione di imballaggi in materie plastiche,,,,,
643,22.22.0,Fabbricazione di imballaggi in materie plastiche,,,,,
644,22.22.00,Fabbricazione di imballaggi in materie plastiche,,,,,
645,22.23,Fabbricazione di articoli in plastica per l'edilizia,,,,,
646,22.23.0,Fabbricazione di articoli in plastica per l'edilizia,,,,,
647,22.23.01,"Fabbricazione di rivestimenti elastici per pavimenti (vinile, linoleum eccetera)",,,,,
648,22.23.02,"Fabbricazione di porte, finestre, intelaiature eccetera in plastica per l'edilizia",,,,,
649,22.23.09,Fabbricazione di altri articoli in plastica per l'edilizia,,,,,
650,22.29,Fabbricazione di altri articoli in materie plastiche,,,,,
651,22.29.0,Fabbricazione di altri articoli in materie plastiche,,,,,
652,22.29.01,Fabbricazione di parti in plastica per calzature,,,,,
653,22.29.02,Fabbricazione di oggetti per l'ufficio e la scuola in plastica,,,,,
654,22.29.09,Fabbricazione di altri articoli in materie plastiche nca,,,,,
655,23,FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI,,,,,
656,23.1,FABBRICAZIONE DI VETRO E DI PRODOTTI IN VETRO,,,,,
657,23.11,Fabbricazione di vetro piano,,,,,
658,23.11.0,Fabbricazione di vetro piano,,,,,
659,23.11.00,Fabbricazione di vetro piano,,,,,
660,23.12,Lavorazione e trasformazione del vetro piano,,,,,
661,23.12.0,Lavorazione e trasformazione del vetro piano,,,,,
662,23.12.00,Lavorazione e trasformazione del vetro piano,,,,,
663,23.13,Fabbricazione di vetro cavo,,,,,
664,23.13.0,Fabbricazione di vetro cavo,,,,,
665,23.13.00,Fabbricazione di vetro cavo,,,,,
666,23.14,Fabbricazione di fibre di vetro,,,,,
667,23.14.0,Fabbricazione di fibre di vetro,,,,,
668,23.14.00,Fabbricazione di fibre di vetro,,,,,
669,23.19,"Fabbricazione e lavorazione di altro vetro (incluso vetro per usi tecnici), lavorazione di vetro cavo",,,,,
